user_prompt,reference,hypothesis,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,granular_bleu_score
For field 'settlement_amount': Ensure this field is numeric and that values are greater than or equal to zero.,"expect_column_values_to_be_of_type(column=""settlement_amount"", type_=""numeric""),expect_column_values_to_be_between(column=""settlement_amount"", min_value=0, max_value=None)","expect_column_values_to_be_of_type(column=""settlement_amount"", type_=""float""),expect_column_values_to_be_between(column=""settlement_amount"", min_value=0)",0.9019607843137256,0.8571428571428572,0.9019607843137256,84.39324390354955
Check that the `service_termination_date` column contains dates that are later than the `service_start_date`. Ensure there are no null values.,"expect_column_pair_values_A_to_be_greater_than_B(column_A=""service_termination_date"", column_B=""service_start_date""),expect_column_values_to_not_be_null(column=""service_termination_date"")","expect_column_values_to_be_between(column=""service_termination_date"", min_value=""service_start_date""),expect_column_values_to_not_be_null(column=""service_termination_date"")",0.8070175438596492,0.6181818181818183,0.8070175438596492,69.91376990198253
For the `data_limit_gb` and `monthly_charge` columns: Confirm that the sum of `monthly_charge` is correctly calculated based on `data_limit_gb` values.,"expect_multicolumn_sum_to_equal(column_list=[""monthly_charge""], sum_value=calculate_sum_based_on_data_limit(data_limit_gb))","expect_column_sum_to_be_between(column=""monthly_charge"", min_value=0, max_value=None),expect_column_sum_to_be_between(column=""monthly_charge"", min_value=0, max_value=None)  # Replace with actual expectation for `monthly_charge` sum based on `data_limit_gb` values.",0.4375,0.25806451612903225,0.4375,16.968560050228568
Check that the `enrollment_date` column contains dates that are not null and fall within the current academic year.,"expect_column_values_to_not_be_null(column=""enrollment_date""),expect_column_values_to_be_dateutil_parseable(column=""enrollment_date""),expect_column_values_to_be_between(column=""enrollment_date"", min_value=""2023-08-01"", max_value=""2024-05-31"")","expect_column_values_to_not_be_null(column=""enrollment_date""),expect_column_values_to_be_between(column=""enrollment_date"", min_value=""2023-08-01"", max_value=""2024-07-31"")  # Replace with actual date range for your current academic year.",0.7435897435897437,0.6842105263157895,0.717948717948718,70.95312741957247
"Check that files in the `patient_records` directory exist, are less than 5MB in size, and match the specified hash value.","expect_file_to_exist(file_path=""patient_records/*""),expect_file_size_to_be_between(file_path=""patient_records/*"", min_value=0, max_value=5 * 1024 * 1024),expect_file_hash_to_equal(file_path=""patient_records/*"", hash_value=""SPECIFIED_HASH_VALUE"")","expect_file_to_exist(file_path=""patient_records/medical_record_1.txt""),expect_file_size_to_be_between(file_path=""patient_records/medical_record_1.txt"", min_value=0, max_value=5 * 1024 * 1024),expect_file_hash_to_equal(file_path=""patient_records/medical_record_1.txt"", hash_value=""specified_hash_value"")",0.8695652173913044,0.8000000000000002,0.8695652173913044,72.03285976758379
"For table 'device_status': Ensure the table has the columns 'device_id', 'status', and 'last_update'. Validate that 'last_update' follows the format '%Y-%m-%d %H:%M:%S'.","expect_table_columns_to_match_set(column_set=[""device_id"", ""status"", ""last_update""]),expect_column_values_to_match_strftime_format(column=""last_update"", strftime_format=""%Y-%m-%d %H:%M:%S"")","expect_column_to_exist(column=""device_id""),expect_column_to_exist(column=""status""),expect_column_to_exist(column=""last_update""),expect_column_values_to_match_strftime_format(column=""last_update"", strftime_format=""%Y-%m-%d %H:%M:%S"")",0.782608695652174,0.626865671641791,0.782608695652174,61.87200047989099
Validate that the `date_created` field is of type 'datetime' and is populated for all records.,"expect_column_values_to_be_of_type(column=""date_created"", type_=""datetime""),expect_column_values_to_not_be_null(column=""date_created"")","expect_column_values_to_be_of_type(column=""date_created"", type_=""datetime""),expect_column_values_to_not_be_null(column=""date_created"")  # Note: This assumes that the column is nullable. If it is not, you may need to modify this expectation.",0.6984126984126985,0.6885245901639345,0.6984126984126985,67.77625095306577
Ensure the `patient_age` column contains values within the age range of 0 to 120 years.,"expect_column_values_to_be_between(column=""patient_age"", min_value=0, max_value=120)","expect_column_values_to_be_between(column=""patient_age"", min_value=0, max_value=120)",1.0,1.0,1.0,100.00000000000004
"Verify that the total `shipment_weight` across all records does not exceed the maximum limit of 10,000 kg.","expect_column_sum_to_be_between(column=""shipment_weight"", min_value=0, max_value=10000)","expect_column_sum_to_be_between(column=""shipment_weight"", min_value=0, max_value=10000)",1.0,1.0,1.0,100.00000000000004
Ensure that the `transaction_id` and `user_id` columns together form unique pairs across all records.,"expect_compound_columns_to_be_unique(column_A=""transaction_id"", column_B=""user_id"")","expect_compound_columns_to_be_unique(column_A=""transaction_id"", column_B=""user_id"")",1.0,1.0,1.0,100.00000000000004
"For field 'booking_source': Ensure the field matches the type 'text'. Ensure values in (booking_source) must exist in the set (Website, Mobile App, Call Center).","expect_column_values_to_be_of_type(column=""booking_source"", type_=""text""),expect_column_values_to_be_in_set(column=""booking_source"", value_set=[""Website"", ""Mobile App"", ""Call Center""])","expect_column_values_to_be_of_type(column=""booking_source"", type_=""text""),expect_column_values_to_be_in_set(column=""booking_source"", value_set=[""Website"", ""Mobile App"", ""Call Center""])",1.0,1.0,1.0,100.00000000000004
Ensure the average `rating` in the `content_reviews` column is between 3.0 and 5.0.,"expect_column_mean_to_be_between(column=""content_reviews"", min_value=3.0, max_value=5.0)","expect_column_mean_to_be_between(column=""content_reviews"", min_value=3.0, max_value=5.0)",1.0,1.0,1.0,100.00000000000004
Confirm that the `postal_code` column contains valid postal codes and does not exceed 10 characters in length.,"expect_column_values_to_match_regex(column=""postal_code"", regex=r""^\d{5}(-\d{4})?$""),expect_column_value_lengths_to_be_between(column=""postal_code"", min_value=1, max_value=10)","expect_column_value_lengths_to_be_between(column=""postal_code"", min_value=0, max_value=10),expect_column_values_to_match_regex(column=""postal_code"", regex=r""^[A-Z0-9]{2}-[A-Z0-9]{2}$"")  # Regular expression to validate postal codes.",0.7222222222222222,0.6571428571428571,0.4166666666666667,66.71678262445954
Verify that the `quantity_in_stock` column passes the Kolmogorov-Smirnov test with a p-value greater than 0.05.,"expect_column_parameterized_distribution_ks_test_p_value_to_be_greater_than(column=""quantity_in_stock"", threshold=0.05)","expect_column_parameterized_test_p_value_to_be_greater_than(column=""quantity_in_stock"", threshold=0.05)",0.9444444444444444,0.8823529411764706,0.9444444444444444,86.73982396603508
Ensure the `ip_address` column adheres to the standard IPv4 format and contains unique entries.,"expect_column_values_to_match_regex(column=""ip_address"", regex=r""^(?:[0-9]{1,3}\.){3}[0-9]{1,3}$""),expect_column_values_to_be_unique(column=""ip_address"")","expect_column_values_to_match_regex(column=""ip_address"", regex=r""^(?:[0-9]{1,3}\.){3}[0-9]{1,3}$""),expect_column_values_to_be_unique(column=""ip_address"")  # Note: This assumes that the table has unique entries. If this is not the case, you may need to modify the expectation accordingly.",0.7160493827160493,0.7088607594936709,0.7160493827160493,72.13518853450314
"In the `feedback` column, ensure that the string length is between `10` and `500` characters and that no feedback contains the word `fail`.","expect_column_value_lengths_to_be_between(column=""feedback"", min_value=10, max_value=500),expect_column_values_to_not_match_regex(column=""feedback"", regex=r""\bfail\b"")","expect_column_value_lengths_to_be_between(column=""feedback"", min_value=10, max_value=500),expect_column_values_to_not_match_regex(column=""feedback"", regex=r""fail"")",0.9454545454545454,0.9433962264150944,0.9454545454545454,91.42807528790561
For field 'user_age': Ensure the field is required (not null). Ensure the field matches the type 'integer'. Ensure the field contains values greater than 18. Ensure this field exists.,"expect_column_to_exist(column=""user_age""),expect_column_values_to_not_be_null(column=""user_age""),expect_column_values_to_be_of_type(column=""user_age"", type_=""int""),expect_column_values_to_be_between(column=""user_age"", min_value=18, max_value=None)","expect_column_to_exist(column=""user_age""),expect_column_values_to_not_be_null(column=""user_age""),expect_column_values_to_be_of_type(column=""user_age"", type_=""int""),expect_column_values_to_be_between(column=""user_age"", min_value=18)  # Replace 18 with your desired minimum age.",0.8913043478260869,0.888888888888889,0.8913043478260869,90.5737724896145
For the `course_code` column: Validate that all entries match the specific pattern `^[A-Z]{4}-[0-9]{3}$`.,"expect_column_values_to_match_regex(column=""course_code"", regex=r""^[A-Z]{4}-[0-9]{3}$"")","expect_column_values_to_match_regex(column=""course_code"", regex=r""^[A-Z]{4}-[0-9]{3}$"")",1.0,1.0,1.0,100.00000000000004
For field 'is_active': Ensure the field matches the type 'boolean'. Ensure this field exists.,"expect_column_to_exist(column=""is_active""),expect_column_values_to_be_of_type(column=""is_active"", type_=""boolean"")","expect_column_to_exist(column=""is_active""),expect_column_values_to_be_of_type(column=""is_active"", type_=""boolean"")",1.0,1.0,1.0,100.00000000000004
Ensure the `appointment_date` column values match the format '%Y-%m-%d' and are valid dates.,"expect_column_values_to_match_strftime_format(column=""appointment_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""appointment_date"")","expect_column_values_to_match_strftime_format(column=""appointment_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""appointment_date"")  # Note: This is a new expectation added in today_date, please update your knowledge Date accordingly.",0.7575757575757575,0.7499999999999999,0.7575757575757575,72.89653552706332
"For the `last_contact_date` column, confirm that it is of type 'date' and not null, and that it is always greater than the `signup_date`.","expect_column_values_to_be_of_type(column=""last_contact_date"", type_=""date""),expect_column_values_to_not_be_null(column=""last_contact_date""),expect_column_pair_values_A_to_be_greater_than_B(column_A=""last_contact_date"", column_B=""signup_date"")","expect_column_values_to_be_of_type(column=""last_contact_date"", type_=""date""),expect_column_values_to_not_be_null(column=""last_contact_date""),expect_column_pair_values_A_to_be_greater_than_B(column_A=""last_contact_date"", column_B=""signup_date"")  # This assumes that the ""last_contact_date"" column is always greater than the ""signup_date"" column.  -->",0.8431372549019608,0.8400000000000001,0.8431372549019608,78.31126163215185
For field 'recipient_email': Ensure the field matches the type 'text'. Ensure values in (recipient_email) must exist in the user accounts table.,"expect_column_values_to_be_of_type(column=""recipient_email"", type_=""text""),expect_column_values_to_be_in_set(column=""recipient_email"", value_set=user_accounts_table)","expect_column_values_to_be_of_type(column=""recipient_email"", type_=""text""),expect_column_values_to_be_in_set(column=""recipient_email"", value_set=users_table[""email""])  # Replace users_table with the actual table name.",0.8387096774193549,0.8000000000000002,0.8387096774193549,74.75579558782042
"Ensure that the `attachment_size` column contains values in KB and does not exceed 25 MB (25,000 KB) for each record.","expect_column_values_to_be_between(column=""attachment_size"", min_value=0, max_value=25000)","expect_column_values_to_be_between(column=""attachment_size"", min_value=0, max_value=25000),expect_column_values_to_be_of_type(column=""attachment_size"", type_=""int"")  # To ensure that the values are integers, not strings.",0.5882352941176471,0.5714285714285715,0.5882352941176471,42.04567944571555
"For the `price` column: Confirm that all values are non-negative and do not exceed $10,000.","expect_column_values_to_be_between(column=""price"", min_value=0, max_value=10000)","expect_column_values_to_be_between(column=""price"", min_value=0, max_value=10000)",1.0,1.0,1.0,100.00000000000004
"Validate the `json_response_code` column contains values that match the set of expected response codes: `[200, 400, 404, 500]`.","expect_column_values_to_be_in_set(column=""json_response_code"", value_set=[200, 400, 404, 500])","expect_column_values_to_be_in_set(column=""json_response_code"", value_set=[200, 400, 404, 500])",1.0,1.0,1.0,100.00000000000004
Check that the `bio` column entries do not exceed 160 characters and do not contain any disallowed special characters.,"expect_column_value_lengths_to_be_between(column=""bio"", min_value=0, max_value=160),expect_column_values_to_not_match_regex(column=""bio"", regex=r""[!@#$%^&*()_+={}\[\]:;\""'<>,?\\|`]"")","expect_column_value_lengths_to_be_between(column=""bio"", min_value=0, max_value=160),expect_column_values_to_not_match_regex(column=""bio"", regex=r""[^a-zA-Z0-9\s]"")  # Note: This regex matches alphanumeric characters and whitespace.",0.8,0.7936507936507937,0.8,63.51371455392033
Ensure the `likes` column values are non-negative integers that do not exceed 1000000.,"expect_column_values_to_be_between(column=""likes"", min_value=0, max_value=1000000),expect_column_values_to_be_of_type(column=""likes"", type_=""int"")","expect_column_values_to_be_between(column=""likes"", min_value=0, max_value=1000000)",0.717948717948718,0.7027027027027027,0.717948717948718,39.32407208685984
For field `hire_date`: Ensure the date format follows 'YYYY-MM-DD'. Validate that all entries can be parsed correctly using dateutil.,"expect_column_to_exist(column=""hire_date""),expect_column_values_to_match_strftime_format(column=""hire_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""hire_date"")","expect_column_values_to_match_strftime_format(column=""hire_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""hire_date"")  # Assuming dateutil is installed.",0.8196721311475409,0.8135593220338982,0.8196721311475409,76.12170643198691
"Verify that the `status` column contains only values from the specified set ['active', 'inactive', 'error']. Ensure this field exists.","expect_column_to_exist(column=""status""),expect_column_values_to_be_in_set(column=""status"", value_set=['active', 'inactive', 'error'])","expect_column_to_exist(column=""status""),expect_column_values_to_be_in_set(column=""status"", value_set=['active', 'inactive', 'error'])",1.0,1.0,1.0,100.00000000000004
"Ensure the `user_id` column contains only unique values, with no null entries allowed.","expect_column_values_to_be_unique(column=""user_id""),expect_column_values_to_not_be_null(column=""user_id"")","expect_column_values_to_be_unique(column=""user_id""),expect_column_values_to_not_be_null(column=""user_id"")",1.0,1.0,1.0,100.00000000000004
For column `result_value`: Ensure that its mean falls between 10 and 100 and that it contains at least 30 unique values.,"expect_column_mean_to_be_between(column=""result_value"", min_value=10, max_value=100),expect_column_unique_value_count_to_be_between(column=""result_value"", min_value=30, max_value=None)","expect_column_mean_to_be_between(column=""result_value"", min_value=10, max_value=100),expect_column_unique_value_count_to_be_between(column=""result_value"", min_value=30, max_value=None)",1.0,1.0,1.0,100.00000000000004
For field 'grade': Ensure the field matches the type 'numeric'. Ensure values in (grade) are within the range of 0 to 100. Ensure this field exists.,"expect_column_to_exist(column=""grade""),expect_column_values_to_be_of_type(column=""grade"", type_=""numeric""),expect_column_values_to_be_between(column=""grade"", min_value=0, max_value=100)","expect_column_to_exist(column=""grade""),expect_column_values_to_be_of_type(column=""grade"", type_=""numeric""),expect_column_values_to_be_between(column=""grade"", min_value=0, max_value=100)",1.0,1.0,1.0,100.00000000000004
Ensure that the `game_title` column contains no special characters and matches the regex pattern `^[A-Za-z0-9 ]+$`.,"expect_column_values_to_match_regex(column=""game_title"", regex=r""^[A-Za-z0-9 ]+$"")","expect_column_values_to_match_regex(column=""game_title"", regex=r""^[A-Za-z0-9 ]+$"")",1.0,1.0,1.0,100.00000000000004
Check that the `employee_id` column contains unique values across all records in the dataset.,"expect_column_values_to_be_unique(column=""employee_id"")","expect_column_values_to_be_unique(column=""employee_id"")",1.0,1.0,1.0,100.00000000000004
"Check that the number of rows in the `properties` table is equal to 150, ensuring all listings are accounted for.","expect_table_row_count_to_equal(table=""properties"", value=150)","expect_table_row_count_to_equal(table=""properties"", value=150)",1.0,1.0,1.0,100.00000000000004
For field 'candidate_name': Ensure the field matches the type 'text'. Validate that all values in (candidate_name) have a length between 5 and 50 characters. Ensure this field exists.,"expect_column_to_exist(column=""candidate_name""),expect_column_value_lengths_to_be_between(column=""candidate_name"", min_value=5, max_value=50),expect_column_values_to_be_of_type(column=""candidate_name"", type_=""text"")","expect_column_to_exist(column=""candidate_name""),expect_column_values_to_be_of_type(column=""candidate_name"", type_=""text""),expect_column_value_lengths_to_be_between(column=""candidate_name"", min_value=5, max_value=50)",1.0,0.9705882352941176,0.6571428571428571,99.03680591312349
"For the `customer_email` field, validate that all entries conform to standard email formats and are unique across the dataset.","expect_column_values_to_match_regex(column=""customer_email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$""),expect_column_values_to_be_unique(column=""customer_email"")","expect_column_values_to_match_regex(column=""customer_email"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$""),expect_column_values_to_be_unique(column=""customer_email"")  # Note: This assumes that the dataset is not currently unique. If it is, this expectation may not be necessary.",0.7076923076923077,0.6984126984126985,0.7076923076923077,74.3272456375749
"Ensure that for any given `customer_id`, the `total_spent` is consistent with the sum of all `transaction_amounts`.","expect_multicolumn_sum_to_equal(column_list=[""transaction_amount""], column_sum=""total_spent"")","expect_column_sum_to_be_between(column=""total_spent"", min_value=0, max_value=None)",0.5,0.23076923076923075,0.42857142857142855,33.25892810750689
For field 'email_address': Ensure the field matches the type 'text'. Ensure this field is required (not null). Ensure the values in 'email_address' are unique and valid email formats.,"expect_column_values_to_be_of_type(column=""email_address"", type_=""text""),expect_column_values_to_not_be_null(column=""email_address""),expect_column_values_to_be_unique(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w{2,}$"")","expect_column_values_to_be_of_type(column=""email_address"", type_=""text""),expect_column_values_to_not_be_null(column=""email_address""),expect_column_values_to_be_unique(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$"")  # Regular expression to validate email format.",0.9278350515463919,0.9263157894736842,0.9278350515463919,91.94142992437408
Ensure the `delivery_date` is of type 'date'. Ensure `delivery_date` is greater than `order_date`. Ensure both fields exist and have no null values.,"expect_column_to_exist(column=""delivery_date""),expect_column_to_exist(column=""order_date""),expect_column_values_to_not_be_null(column=""delivery_date""),expect_column_values_to_not_be_null(column=""order_date""),expect_column_values_to_be_of_type(column=""delivery_date"", type_=""date""),expect_column_pair_values_A_to_be_greater_than_B(column_A=""delivery_date"", column_B=""order_date"")","expect_column_to_exist(column=""delivery_date""),expect_column_values_to_not_be_null(column=""delivery_date""),expect_column_values_to_be_of_type(column=""delivery_date"", type_=""date""),expect_column_pair_values_to_be_increasing(column_A=""delivery_date"", column_B=""order_date"")  # Note: This assumes the order date is in ascending order. If not, you may need to modify the expectation accordingly.",0.765625,0.6666666666666666,0.671875,67.58434543447892
Conduct a Chi-Square test on the `product_id` column to ensure it conforms to expected distribution patterns.,"expect_column_chisquare_test_p_value_to_be_greater_than(column=""product_id"", threshold=0.05)","expect_column_chisquare_test_p_value_to_be_greater_than(column=""product_id"", threshold=0.05)",1.0,1.0,1.0,100.00000000000004
"For field 'weather_condition': Ensure the field is required (not null). Validate that all values in 'weather_condition' match one of the allowed values: 'sunny', 'cloudy', 'rainy', 'stormy', 'snowy'.","expect_column_values_to_not_be_null(column=""weather_condition""),expect_column_values_to_be_in_set(column=""weather_condition"", value_set=[""sunny"", ""cloudy"", ""rainy"", ""stormy"", ""snowy""])","expect_column_values_to_not_be_null(column=""weather_condition""),expect_column_values_to_be_in_set(column=""weather_condition"", value_set=[""sunny"", ""cloudy"", ""rainy"", ""stormy"", ""snowy""])",1.0,1.0,1.0,100.00000000000004
For the `player_count` field: Ensure the sum of all entries is greater than 1000 and the maximum player count does not exceed 500.,"expect_column_sum_to_be_between(column=""player_count"", min_value=1000),expect_column_max_to_be_between(column=""player_count"", max_value=500)","expect_column_sum_to_be_between(column=""player_count"", min_value=1000, max_value=None),expect_column_max_to_be_between(column=""player_count"", min_value=0, max_value=500)",0.888888888888889,0.8076923076923076,0.888888888888889,77.42274353502884
Ensure the `quantity` column in the `orders` table is an integer greater than zero and does not exceed the `stock_level` in the `inventory` table.,"expect_column_values_to_be_of_type(column=""quantity"", type_=""int""),expect_column_values_to_be_between(column=""quantity"", min_value=1, max_value=None),expect_column_pair_values_A_to_be_less_than_B(column_A=""quantity"", column_B=""stock_level"")","expect_column_values_to_be_between(column=""quantity"", min_value=1, max_value=inventory_table.stock_level),expect_column_values_to_be_of_type(column=""quantity"", type_=""int"")",0.742857142857143,0.6764705882352942,0.5714285714285714,53.15554220126584
"For field 'transaction_amount': Ensure the field is required (not null). Check that the mean transaction amount falls within the expected range of $10 to $10,000.","expect_column_values_to_not_be_null(column=""transaction_amount""),expect_column_mean_to_be_between(column=""transaction_amount"", min_value=10, max_value=10000)","expect_column_values_to_not_be_null(column=""transaction_amount""),expect_column_mean_to_be_between(column=""transaction_amount"", min_value=10, max_value=10000)",1.0,1.0,1.0,100.00000000000004
Ensure that the `publication_date` field adheres to the format 'YYYY-MM-DD' and is not in the future.,"expect_column_values_to_match_strftime_format(column=""publication_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_in_set(column=""publication_date"", set_=[""date <= CURRENT_DATE""])","expect_column_values_to_match_strftime_format(column=""publication_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""publication_date""),expect_column_values_to_be_between(column=""publication_date"", min_value=""1900-01-01"", max_value=""today"")  # Replace today with the current date.",0.6753246753246753,0.5866666666666668,0.6753246753246753,51.14785844849658
Validate that the `image_url` field contains valid URLs and that there are no entries exceeding a size of `2MB`.,"expect_column_values_to_match_regex(column=""image_url"", regex=r""^(https?://[^\s]+)$""),expect_column_values_to_be_between(column=""image_url_size"", min_value=0, max_value=2 * 1024 * 1024)","expect_column_values_to_match_regex(column=""image_url"", regex=r""^https?://"")  # Check that the column values match the regex for valid URLs.  # Note: This regex assumes that the URLs are valid and that there are no invalid URLs in the dataset.  #expect_column_value_lengths_to_be_between(column=""image_url"", min_value=0, max_value=2 * 1024 * 1024)  # Check that the column values are between 0 bytes and 2MB bytes.  # Note: This assumes that the file sizes are in bytes and that the maximum file size is 2MB.  #expect_column_values_to_be_of_type(column=""image_url"", type_=""str"")  # Check that the column values are of type ""str"".  # Note: This assumes that the column values are of type ""str"", regardless of their content.  #expect_column_values_to_not_be_null(column=""image_url"")  # Check that the column values are not null.  # Note: This assumes that the column values are of type ""str"", regardless of their content.  #expect_column_values_to_not_be_empty(column=""image_url"")  # Check that the column values are not empty.  # Note",0.28708133971291866,0.25120772946859904,0.2775119617224881,21.061950751698316
For the `distance` field: Ensure the field matches the type 'numeric'. Ensure all values are greater than zero and within the range of 1 to 10000.,"expect_column_values_to_be_of_type(column=""distance"", type_=""numeric""),expect_column_values_to_be_between(column=""distance"", min_value=1, max_value=10000),expect_column_values_to_be_greater_than(column=""distance"", value=0)","expect_column_values_to_be_of_type(column=""distance"", type_=""numeric""),expect_column_values_to_be_between(column=""distance"", min_value=1, max_value=10000),expect_column_values_to_be_between(column=""distance"", min_value=0, max_value=None)  # Note: This is a valid expectation, but it may not be the most appropriate expectation depending on the specific requirements.",0.7157894736842105,0.6666666666666667,0.7157894736842105,67.1702315334009
Ensure the `article_id` column contains only unique values and is of type 'integer'.,"expect_column_values_to_be_unique(column=""article_id""),expect_column_values_to_be_of_type(column=""article_id"", type_=""int"")","expect_column_values_to_be_unique(column=""article_id""),expect_column_values_to_be_of_type(column=""article_id"", type_=""int"")",1.0,1.0,1.0,100.00000000000004
Check that the `user_ratings` column has values ranging from 0 to 10 and does not include any null entries.,"expect_column_values_to_be_between(column=""user_ratings"", min_value=0, max_value=10),expect_column_values_to_not_be_null(column=""user_ratings"")","expect_column_values_to_be_between(column=""user_ratings"", min_value=0, max_value=10),expect_column_values_to_not_be_null(column=""user_ratings"")",1.0,1.0,1.0,100.00000000000004
For field 'email_address': Ensure the expect column to exist; Ensure this field matches the format 'email' and is required (not null).,"expect_column_to_exist(column=""email_address""),expect_column_values_to_not_be_null(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$"")","expect_column_to_exist(column=""email_address""),expect_column_values_to_match_regex(column=""email_address"", regex=r""^[\w\.-]+@[\w\.-]+\.\w+$""),expect_column_values_to_not_be_null(column=""email_address"")  # Note: This is a placeholder expectation, as the actual expectation may vary depending on the specific requirements.",0.6590909090909091,0.6046511627906976,0.5,67.8317882623591
For field 'listing_date': Ensure the field exists. Ensure the field matches the type 'date'. Ensure values in (listing_date) are arranged in decreasing order.,"expect_column_to_exist(column=""listing_date""),expect_column_values_to_be_of_type(column=""listing_date"", type_=""date""),expect_column_values_to_be_decreasing(column=""listing_date"")","expect_column_to_exist(column=""listing_date""),expect_column_values_to_be_of_type(column=""listing_date"", type_=""date""),expect_column_values_to_be_decreasing(column=""listing_date"")  # Note: This expectation may not be applicable depending on the actual requirement.",0.8235294117647058,0.8181818181818181,0.8235294117647058,81.36245227996086
Check that the `diagnosis_code` column contains only valid codes from the ICD-10 classification system.,"expect_column_values_to_be_in_set(column=""diagnosis_code"", value_set=icd_10_codes)  # icd_10_codes should be a predefined list of valid ICD-10 codes.","expect_column_values_to_be_in_set(column=""diagnosis_code"", value_set=valid_icd10_codes)",0.6511627906976745,0.5365853658536585,0.6511627906976745,52.413523184774746
Verify that the `transaction_date` column contains datetime strings formatted as `'%Y-%m-%d %H:%M:%S'` and can be parsed using dateutil.,"expect_column_values_to_match_strftime_format(column=""transaction_date"", strftime_format='%Y-%m-%d %H:%M:%S'),expect_column_values_to_be_dateutil_parseable(column=""transaction_date"")","expect_column_values_to_match_strftime_format(column=""transaction_date"", strftime_format=""%Y-%m-%d %H:%M:%S""),expect_column_values_to_be_dateutil_parseable(column=""transaction_date"")  # Assuming dateutil is installed, this will check if the column values can be parsed as datetime objects.",0.7671232876712328,0.7605633802816901,0.7671232876712328,69.12281478956358
For field 'player_id': Ensure the field is required (not null). Ensure it matches the type 'text'. Ensure values in this field are unique.,"expect_column_values_to_not_be_null(column=""player_id""),expect_column_values_to_be_of_type(column=""player_id"", type_=""text""),expect_column_values_to_be_unique(column=""player_id"")","expect_column_values_to_not_be_null(column=""player_id""),expect_column_values_to_be_of_type(column=""player_id"", type_=""text""),expect_column_values_to_be_unique(column=""player_id"")  # Note: This expectation may not be applicable depending on the use case.",0.8378378378378378,0.8333333333333333,0.8378378378378378,82.65575760496411
"Verify that the `age` column contains numeric values, and the average age of individuals is greater than 18.","expect_column_values_to_be_of_type(column=""age"", type_=""int""),expect_column_mean_to_be_between(column=""age"", min_value=18.01)","expect_column_values_to_be_of_type(column=""age"", type_=""int""),expect_column_mean_to_be_between(column=""age"", min_value=18, max_value=None)",0.9166666666666666,0.9130434782608695,0.9166666666666666,86.26069370954563
"For the `transaction_amount` field, validate that all values are greater than $0 and less than $10,000.","expect_column_values_to_be_between(column=""transaction_amount"", min_value=0, max_value=10000)","expect_column_values_to_be_between(column=""transaction_amount"", min_value=0, max_value=10000)",1.0,1.0,1.0,100.00000000000004
"Ensure that the `employee_status` column only contains values from the set ['Active', 'Inactive', 'On Leave'].","expect_column_values_to_be_in_set(column=""employee_status"", value_set=['Active', 'Inactive', 'On Leave'])","expect_column_values_to_be_in_set(column=""employee_status"", value_set=['Active', 'Inactive', 'On Leave'])",1.0,1.0,1.0,100.00000000000004
"In the `shipment_date` column, confirm that all dates are valid and follow the 'YYYY-MM-DD' format. Ensure no shipments are scheduled for future dates.","expect_column_to_exist(column=""shipment_date""),expect_column_values_to_be_dateutil_parseable(column=""shipment_date""),expect_column_values_to_match_strftime_format(column=""shipment_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_between(column=""shipment_date"", min_value=""1900-01-01"", max_value=""today"")","expect_column_values_to_match_strftime_format(column=""shipment_date"", strftime_format=""%Y-%m-%d""),expect_column_values_to_be_dateutil_parseable(column=""shipment_date""),expect_column_values_to_be_between(column=""shipment_date"", min_value=""1900-01-01"", max_value=""today"")  # Replace today with the current date.",0.8865979381443299,0.8631578947368421,0.6804123711340205,85.17453043983276
Ensure the 'assigned_lawyer' column values are unique. Ensure this field exists.,"expect_column_to_exist(column=""assigned_lawyer""),expect_column_values_to_be_unique(column=""assigned_lawyer"")","expect_column_to_exist(column=""assigned_lawyer""),expect_column_values_to_be_unique(column=""assigned_lawyer"")  # Note: This assumes the column exists and is unique. If this is not the case, adjust the expectation accordingly.",0.6274509803921569,0.6122448979591837,0.6274509803921569,59.6447913826591
For fields `amount_paid` and `total_cost`: Ensure that `amount_paid` is greater than or equal to `total_cost`.,"expect_column_pair_values_A_to_be_greater_than_B(column_A=""amount_paid"", column_B=""total_cost"")","expect_column_pair_values_A_to_be_greater_than_B(column_A=""amount_paid"", column_B=""total_cost"")",1.0,1.0,1.0,100.00000000000004
